RecordID,Date,Year,Month,Region,PropertyType,AveragePrice_GBP,SalesVolume,MedianPrice_GBP,PricePerSqM_GBP
47,2015-12,2015,12,London,Terraced,413020.0,882,382470.0,4353.0
48,2015-12,2015,12,London,Flat,357916.0,649,321610.0,4284.0
49,2016-01,2016,1,London,Detached,779678.0,855,729495.0,8421.0
50,2016-01,2016,1,London,Semi-Detached,490833.0,971,438641.0,4894.0
51,2016-01,2016,1,London,Terraced,428910.0,585,405676.0,3957.0
52,2016-01,2016,1,London,Flat,366245.0,755,322692.0,3407.0
53,2016-02,2016,2,London,Detached,794833.0,785,753067.0,7580.0
54,2016-02,2016,2,London,Semi-Detached,487004.0,646,457579.0,5657.0
55,2016-02,2016,2,London,Terraced,420625.0,550,397714.0,4233.0
56,2016-02,2016,2,London,Flat,365047.0,830,336957.0,3329.0
57,2016-03,2016,3,London,Detached,778069.0,871,722663.0,7813.0
58,2016-03,2016,3,London,Semi-Detached,498938.0,681,467333.0,4827.0
59,2016-03,2016,3,London,Terraced,414643.0,903,388056.0,4242.0
60,2016-03,2016,3,London,Flat,392527.0,990,369878.0,4521.0
61,2016-04,2016,4,London,Detached,795868.0,752,732580.0,10437.0
62,2016-04,2016,4,London,Semi-Detached,520724.0,554,468682.0,5442.0
63,2016-04,2016,4,London,Terraced,424736.0,1017,377545.0,4553.0
64,2016-04,2016,4,London,Flat,373389.0,935,344863.0,4788.0
65,2016-05,2016,5,London,Detached,798539.0,1228,743301.0,7316.0
66,2016-05,2016,5,London,Semi-Detached,508806.0,513,476071.0,6023.0
67,2016-05,2016,5,London,Terraced,429609.0,641,378819.0,3953.0
68,2016-05,2016,5,London,Flat,377359.0,900,342879.0,4655.0
69,2016-06,2016,6,London,Detached,787628.0,669,723394.0,7875.0
70,2016-06,2016,6,London,Semi-Detached,486423.0,1278,460565.0,4824.0
71,2016-06,2016,6,London,Terraced,434845.0,1006,395436.0,5197.0
72,2016-06,2016,6,London,Flat,378916.0,658,333828.0,4793.0
73,2016-07,2016,7,London,Detached,799432.0,614,731011.0,8730.0
74,2016-07,2016,7,London,Semi-Detached,493465.0,974,448014.0,5111.0
75,2016-07,2016,7,London,Terraced,411962.0,711,373330.0,4251.0
76,2016-07,2016,7,London,Flat,371156.0,1032,343731.0,4599.0
77,2016-08,2016,8,London,Detached,786739.0,679,693790.0,8238.0
78,2016-08,2016,8,London,Semi-Detached,491083.0,1212,445497.0,5036.0
79,2016-08,2016,8,London,Terraced,430044.0,409,406780.0,4859.0
80,2016-08,2016,8,London,Flat,369236.0,675,326768.0,4285.0
81,2016-09,2016,9,London,Detached,785410.0,871,725739.0,7430.0
82,2016-09,2016,9,London,Semi-Detached,479666.0,1251,431576.0,5906.0
83,2016-09,2016,9,London,Terraced,415890.0,949,394819.0,4650.0
84,2016-09,2016,9,London,Flat,366856.0,1055,331586.0,3410.0
85,2016-10,2016,10,London,Detached,769380.0,1019,717494.0,7587.0
86,2016-10,2016,10,London,Semi-Detached,491885.0,1045,443879.0,4625.0
87,2016-10,2016,10,London,Terraced,412066.0,773,390038.0,4334.0
88,2016-10,2016,10,London,Flat,357388.0,1218,321836.0,4131.0
89,2016-11,2016,11,London,Detached,794412.0,924,704155.0,8606.0
90,2016-11,2016,11,London,Semi-Detached,495306.0,1059,451177.0,4670.0
91,2016-11,2016,11,London,Terraced,412842.0,634,367434.0,4061.0
92,2016-11,2016,11,London,Flat,366237.0,635,324444.0,3680.0
93,2016-12,2016,12,London,Detached,772266.0,846,684180.0,7051.0
94,2016-12,2016,12,London,Semi-Detached,475542.0,674,445533.0,4397.0
95,2016-12,2016,12,London,Terraced,408733.0,757,381920.0,4323.0
96,2016-12,2016,12,London,Flat,369266.0,768,327828.0,4003.0
97,2017-01,2017,1,London,Detached,799909.0,864,745694.0,8383.0
98,2017-01,2017,1,London,Semi-Detached,495887.0,1011,446298.0,4705.0
99,2017-01,2017,1,London,Terraced,429372.0,844,380065.0,4549.0
100,2017-01,2017,1,London,Flat,376659.0,804,348055.0,3791.0
101,2017-02,2017,2,London,Detached,841204.0,646,774666.0,7896.0
102,2017-02,2017,2,London,Semi-Detached,526032.0,829,473122.0,6448.0
103,2017-02,2017,2,London,Terraced,419116.0,694,385945.0,5393.0
104,2017-02,2017,2,London,Flat,383935.0,1175,346182.0,3710.0
105,2017-03,2017,3,London,Detached,816517.0,535,771846.0,7753.0
106,2017-03,2017,3,London,Semi-Detached,520502.0,1346,494013.0,6485.0
107,2017-03,2017,3,London,Terraced,427567.0,457,405288.0,4093.0
108,2017-03,2017,3,London,Flat,387655.0,777,352393.0,4584.0
109,2017-04,2017,4,London,Detached,838909.0,809,783397.0,7763.0
110,2017-04,2017,4,London,Semi-Detached,520737.0,1201,474672.0,6548.0
111,2017-04,2017,4,London,Terraced,446439.0,902,400012.0,4532.0
112,2017-04,2017,4,London,Flat,384159.0,1055,341114.0,3900.0
113,2017-05,2017,5,London,Detached,850249.0,1035,781067.0,8985.0
114,2017-05,2017,5,London,Semi-Detached,531022.0,975,472281.0,6986.0
115,2017-05,2017,5,London,Terraced,457484.0,929,425133.0,5548.0
116,2017-05,2017,5,London,Flat,406032.0,1011,368456.0,4496.0
117,2017-06,2017,6,London,Detached,818367.0,943,749607.0,7990.0
118,2017-06,2017,6,London,Semi-Detached,526100.0,681,494726.0,4861.0
119,2017-06,2017,6,London,Terraced,425368.0,788,387995.0,3892.0
120,2017-06,2017,6,London,Flat,373221.0,782,344983.0,4475.0
121,2017-07,2017,7,London,Detached,830598.0,697,783067.0,9069.0
122,2017-07,2017,7,London,Semi-Detached,518181.0,783,462974.0,6780.0
123,2017-07,2017,7,London,Terraced,450949.0,693,402423.0,5774.0
124,2017-07,2017,7,London,Flat,390214.0,778,349024.0,4447.0
125,2017-08,2017,8,London,Detached,851493.0,807,751657.0,8269.0
126,2017-08,2017,8,London,Semi-Detached,511522.0,1095,481419.0,4770.0
127,2017-08,2017,8,London,Terraced,438665.0,755,410781.0,4335.0
128,2017-08,2017,8,London,Flat,384626.0,684,348445.0,4183.0
129,2017-09,2017,9,London,Detached,835607.0,1128,737480.0,9967.0
130,2017-09,2017,9,London,Semi-Detached,509850.0,1189,466930.0,5446.0
131,2017-09,2017,9,London,Terraced,437028.0,774,400879.0,5235.0
132,2017-09,2017,9,London,Flat,378320.0,648,333453.0,4385.0
133,2017-10,2017,10,London,Detached,807965.0,583,717782.0,7610.0
134,2017-10,2017,10,London,Semi-Detached,522828.0,1269,488971.0,5656.0
135,2017-10,2017,10,London,Terraced,433938.0,627,399691.0,4293.0
136,2017-10,2017,10,London,Flat,376492.0,761,338792.0,4293.0
137,2017-11,2017,11,London,Detached,859472.0,520,762459.0,10697.0
138,2017-11,2017,11,London,Semi-Detached,526623.0,870,470306.0,6197.0
139,2017-11,2017,11,London,Terraced,440638.0,809,400420.0,4028.0
140,2017-11,2017,11,London,Flat,386778.0,752,366613.0,3673.0
141,2017-12,2017,12,London,Detached,812073.0,951,724339.0,8253.0
142,2017-12,2017,12,London,Semi-Detached,512738.0,1235,471726.0,6046.0
143,2017-12,2017,12,London,Terraced,430853.0,914,388913.0,4793.0
144,2017-12,2017,12,London,Flat,374607.0,809,332666.0,3887.0
145,2018-01,2018,1,London,Detached,816778.0,786,749215.0,10633.0
146,2018-01,2018,1,London,Semi-Detached,514024.0,816,454621.0,4688.0
147,2018-01,2018,1,London,Terraced,442437.0,1001,397231.0,4476.0
148,2018-01,2018,1,London,Flat,389253.0,905,355392.0,4353.0
149,2018-02,2018,2,London,Detached,859686.0,759,806509.0,7903.0
150,2018-02,2018,2,London,Semi-Detached,535659.0,882,506564.0,6585.0
151,2018-02,2018,2,London,Terraced,453377.0,768,417204.0,4340.0
152,2018-02,2018,2,London,Flat,401543.0,717,359025.0,4974.0
153,2018-03,2018,3,London,Detached,845856.0,857,765600.0,8002.0
154,2018-03,2018,3,London,Semi-Detached,548582.0,1352,499615.0,6220.0
155,2018-03,2018,3,London,Terraced,449449.0,425,419036.0,4854.0
156,2018-03,2018,3,London,Flat,396911.0,865,359947.0,4221.0
157,2018-04,2018,4,London,Detached,857186.0,954,761338.0,7945.0
158,2018-04,2018,4,London,Semi-Detached,522014.0,1337,464462.0,5078.0
159,2018-04,2018,4,London,Terraced,458084.0,1254,431777.0,4465.0
160,2018-04,2018,4,London,Flat,397632.0,630,356833.0,3935.0
161,2018-05,2018,5,London,Detached,857920.0,895,775513.0,8270.0
162,2018-05,2018,5,London,Semi-Detached,542772.0,969,507932.0,6764.0
163,2018-05,2018,5,London,Terraced,452319.0,951,420839.0,4642.0
164,2018-05,2018,5,London,Flat,399449.0,882,358556.0,4586.0
165,2018-06,2018,6,London,Detached,862294.0,1099,786706.0,7973.0
166,2018-06,2018,6,London,Semi-Detached,556032.0,747,508999.0,5768.0
167,2018-06,2018,6,London,Terraced,471423.0,945,437842.0,4394.0
168,2018-06,2018,6,London,Flat,410356.0,894,377667.0,4264.0
169,2018-07,2018,7,London,Detached,877167.0,602,832378.0,8405.0
170,2018-07,2018,7,London,Semi-Detached,551423.0,1054,508075.0,6198.0
171,2018-07,2018,7,London,Terraced,477303.0,768,446851.0,6350.0
172,2018-07,2018,7,London,Flat,411696.0,597,377780.0,3841.0
173,2018-08,2018,8,London,Detached,833581.0,540,776585.0,9178.0
174,2018-08,2018,8,London,Semi-Detached,529199.0,649,470913.0,6519.0
175,2018-08,2018,8,London,Terraced,433310.0,789,409061.0,4942.0
176,2018-08,2018,8,London,Flat,409502.0,1025,360737.0,4169.0
177,2018-09,2018,9,London,Detached,845299.0,1314,747832.0,8349.0
178,2018-09,2018,9,London,Semi-Detached,537706.0,1091,480902.0,6584.0
179,2018-09,2018,9,London,Terraced,455656.0,793,418993.0,5895.0
180,2018-09,2018,9,London,Flat,399637.0,749,366350.0,4419.0
181,2018-10,2018,10,London,Detached,888996.0,385,791977.0,10926.0
182,2018-10,2018,10,London,Semi-Detached,533912.0,837,493912.0,5978.0
183,2018-10,2018,10,London,Terraced,470120.0,1054,414598.0,5680.0
184,2018-10,2018,10,London,Flat,413499.0,574,364450.0,5258.0
185,2018-11,2018,11,London,Detached,857062.0,555,760181.0,10263.0
186,2018-11,2018,11,London,Semi-Detached,537448.0,1224,504188.0,6045.0
187,2018-11,2018,11,London,Terraced,455008.0,583,409744.0,4278.0
188,2018-11,2018,11,London,Flat,402505.0,865,366078.0,3789.0
189,2018-12,2018,12,London,Detached,837898.0,1009,752567.0,9490.0
190,2018-12,2018,12,London,Semi-Detached,515501.0,1197,476163.0,5771.0
191,2018-12,2018,12,London,Terraced,434640.0,1139,391443.0,4017.0
192,2018-12,2018,12,London,Flat,392633.0,879,369386.0,4265.0
193,2019-01,2019,1,London,Detached,863838.0,727,776424.0,9194.0
194,2019-01,2019,1,London,Semi-Detached,538224.0,689,478887.0,5164.0
195,2019-01,2019,1,London,Terraced,462986.0,803,412992.0,5477.0
196,2019-01,2019,1,London,Flat,406119.0,839,365176.0,4302.0
197,2019-02,2019,2,London,Detached,871760.0,894,779745.0,11564.0
198,2019-02,2019,2,London,Semi-Detached,538628.0,1295,496634.0,5481.0
199,2019-02,2019,2,London,Terraced,443488.0,544,406379.0,5786.0
200,2019-02,2019,2,London,Flat,405550.0,654,359235.0,4220.0
201,2019-03,2019,3,London,Detached,852718.0,615,793312.0,9985.0
202,2019-03,2019,3,London,Semi-Detached,533398.0,793,494170.0,4949.0
203,2019-03,2019,3,London,Terraced,481044.0,628,424368.0,5715.0
204,2019-03,2019,3,London,Flat,412616.0,684,377439.0,4303.0
205,2019-04,2019,4,London,Detached,902763.0,659,801168.0,11629.0
206,2019-04,2019,4,London,Semi-Detached,554374.0,1500,514563.0,6145.0
207,2019-04,2019,4,London,Terraced,476471.0,687,445957.0,4798.0
208,2019-04,2019,4,London,Flat,419879.0,485,380103.0,5369.0
209,2019-05,2019,5,London,Detached,901200.0,835,848125.0,8956.0
210,2019-05,2019,5,London,Semi-Detached,546877.0,1185,507753.0,5222.0
211,2019-05,2019,5,London,Terraced,482036.0,785,431656.0,4399.0
212,2019-05,2019,5,London,Flat,408113.0,885,364298.0,4301.0
213,2019-06,2019,6,London,Detached,885482.0,1010,836521.0,8125.0
214,2019-06,2019,6,London,Semi-Detached,562214.0,1217,528674.0,5377.0
215,2019-06,2019,6,London,Terraced,484896.0,696,427964.0,5058.0
216,2019-06,2019,6,London,Flat,419161.0,738,371120.0,4218.0
217,2019-07,2019,7,London,Detached,899240.0,762,825290.0,8758.0
218,2019-07,2019,7,London,Semi-Detached,565912.0,1308,533100.0,5861.0
219,2019-07,2019,7,London,Terraced,473429.0,816,447738.0,4598.0
220,2019-07,2019,7,London,Flat,434081.0,696,396572.0,4477.0
221,2019-08,2019,8,London,Detached,904597.0,1090,822726.0,8973.0
222,2019-08,2019,8,London,Semi-Detached,565589.0,966,511758.0,6650.0
223,2019-08,2019,8,London,Terraced,476513.0,646,420736.0,6301.0
224,2019-08,2019,8,London,Flat,426660.0,846,386940.0,4319.0
225,2019-09,2019,9,London,Detached,899336.0,790,830032.0,11124.0
226,2019-09,2019,9,London,Semi-Detached,569603.0,1083,525482.0,6128.0
227,2019-09,2019,9,London,Terraced,482851.0,672,432361.0,5923.0
228,2019-09,2019,9,London,Flat,419552.0,672,370905.0,3852.0
229,2019-10,2019,10,London,Detached,919259.0,685,853736.0,11436.0
230,2019-10,2019,10,London,Semi-Detached,557891.0,1204,499685.0,5948.0
231,2019-10,2019,10,London,Terraced,489268.0,1159,433689.0,4628.0
232,2019-10,2019,10,London,Flat,418035.0,722,393878.0,3855.0
233,2019-11,2019,11,London,Detached,893130.0,931,791392.0,10002.0
234,2019-11,2019,11,London,Semi-Detached,572167.0,681,532481.0,6195.0
235,2019-11,2019,11,London,Terraced,466930.0,696,438721.0,5057.0
236,2019-11,2019,11,London,Flat,417963.0,1305,391935.0,4795.0
237,2019-12,2019,12,London,Detached,890276.0,1169,800084.0,8419.0
238,2019-12,2019,12,London,Semi-Detached,555669.0,1328,522073.0,5274.0
239,2019-12,2019,12,London,Terraced,473932.0,901,440199.0,4797.0
240,2019-12,2019,12,London,Flat,421656.0,929,375739.0,3984.0
241,2020-01,2020,1,London,Detached,891198.0,1041,794283.0,8600.0
242,2020-01,2020,1,London,Semi-Detached,548965.0,1047,483335.0,6455.0
243,2020-01,2020,1,London,Terraced,481469.0,838,444986.0,5725.0
244,2020-01,2020,1,London,Flat,417122.0,929,389838.0,5297.0
245,2020-02,2020,2,London,Detached,923751.0,1115,875171.0,10622.0
246,2020-02,2020,2,London,Semi-Detached,580438.0,1088,514950.0,5384.0
247,2020-02,2020,2,London,Terraced,485640.0,838,437594.0,4867.0
248,2020-02,2020,2,London,Flat,432255.0,659,390850.0,4469.0
249,2020-03,2020,3,London,Detached,880011.0,1113,816501.0,9712.0
250,2020-03,2020,3,London,Semi-Detached,546373.0,663,487066.0,5314.0
251,2020-03,2020,3,London,Terraced,449543.0,595,398190.0,4549.0
252,2020-03,2020,3,London,Flat,414543.0,543,392390.0,5163.0
253,2020-04,2020,4,London,Detached,907244.0,780,825031.0,9320.0
254,2020-04,2020,4,London,Semi-Detached,548701.0,860,520651.0,6143.0
255,2020-04,2020,4,London,Terraced,475591.0,870,425615.0,6250.0
256,2020-04,2020,4,London,Flat,413257.0,1088,388670.0,4513.0
257,2020-05,2020,5,London,Detached,906795.0,913,846286.0,9356.0
258,2020-05,2020,5,London,Semi-Detached,566671.0,1091,530266.0,6169.0
259,2020-05,2020,5,London,Terraced,483545.0,664,432307.0,5244.0
260,2020-05,2020,5,London,Flat,433572.0,825,389708.0,4213.0
261,2020-06,2020,6,London,Detached,888631.0,422,782718.0,11461.0
262,2020-06,2020,6,London,Semi-Detached,555343.0,409,512027.0,6517.0
263,2020-06,2020,6,London,Terraced,480868.0,885,449414.0,6295.0
264,2020-06,2020,6,London,Flat,413270.0,790,370680.0,3773.0
265,2020-07,2020,7,London,Detached,914031.0,1100,840155.0,12132.0
266,2020-07,2020,7,London,Semi-Detached,589022.0,1094,521962.0,6749.0
267,2020-07,2020,7,London,Terraced,479031.0,599,440578.0,4832.0
268,2020-07,2020,7,London,Flat,434190.0,685,387177.0,5520.0
269,2020-08,2020,8,London,Detached,961305.0,984,848074.0,8920.0
270,2020-08,2020,8,London,Semi-Detached,588990.0,871,547545.0,5584.0
271,2020-08,2020,8,London,Terraced,506911.0,927,458126.0,4897.0
272,2020-08,2020,8,London,Flat,450069.0,839,410311.0,4615.0
273,2020-09,2020,9,London,Detached,960029.0,669,903411.0,11612.0
274,2020-09,2020,9,London,Semi-Detached,593900.0,1175,550016.0,6425.0
275,2020-09,2020,9,London,Terraced,504130.0,1145,451696.0,4588.0
276,2020-09,2020,9,London,Flat,451618.0,807,403732.0,4571.0
277,2020-10,2020,10,London,Detached,939471.0,466,883835.0,9353.0
278,2020-10,2020,10,London,Semi-Detached,585173.0,1449,529122.0,6651.0
279,2020-10,2020,10,London,Terraced,502715.0,1009,457824.0,5008.0
280,2020-10,2020,10,London,Flat,449237.0,792,423652.0,5005.0
281,2020-11,2020,11,London,Detached,931292.0,1095,867329.0,11699.0
282,2020-11,2020,11,London,Semi-Detached,608496.0,1168,543130.0,7304.0
283,2020-11,2020,11,London,Terraced,508713.0,794,456471.0,4823.0
284,2020-11,2020,11,London,Flat,454981.0,954,411824.0,4752.0
285,2020-12,2020,12,London,Detached,919393.0,576,871455.0,10941.0
286,2020-12,2020,12,London,Semi-Detached,566542.0,1341,529231.0,7119.0
287,2020-12,2020,12,London,Terraced,490752.0,895,439971.0,6326.0
288,2020-12,2020,12,London,Flat,433821.0,543,391996.0,4171.0
289,2021-01,2021,1,London,Detached,944299.0,1100,842025.0,11677.0
290,2021-01,2021,1,London,Semi-Detached,601577.0,956,564936.0,5829.0
291,2021-01,2021,1,London,Terraced,520630.0,1006,465656.0,6597.0
292,2021-01,2021,1,London,Flat,447097.0,785,410069.0,4148.0
293,2021-02,2021,2,London,Detached,993592.0,783,896350.0,10712.0
294,2021-02,2021,2,London,Semi-Detached,622687.0,1130,567786.0,6692.0
295,2021-02,2021,2,London,Terraced,538463.0,772,479111.0,7080.0
296,2021-02,2021,2,London,Flat,468341.0,592,418758.0,4751.0
297,2021-03,2021,3,London,Detached,1021995.0,761,948905.0,9795.0
298,2021-03,2021,3,London,Semi-Detached,622945.0,1079,569871.0,6447.0
299,2021-03,2021,3,London,Terraced,530671.0,840,468119.0,4933.0
300,2021-03,2021,3,London,Flat,473029.0,1021,423407.0,4824.0
301,2021-04,2021,4,London,Detached,1057636.0,570,938612.0,10790.0
302,2021-04,2021,4,London,Semi-Detached,644593.0,1125,606532.0,6296.0
303,2021-04,2021,4,London,Terraced,561707.0,890,528845.0,6301.0
304,2021-04,2021,4,London,Flat,492544.0,554,461292.0,4844.0
305,2021-05,2021,5,London,Detached,1052708.0,769,966506.0,13998.0
306,2021-05,2021,5,London,Semi-Detached,645854.0,754,586263.0,6501.0
307,2021-05,2021,5,London,Terraced,536108.0,601,480690.0,6088.0
308,2021-05,2021,5,London,Flat,467863.0,1128,432008.0,5129.0
309,2021-06,2021,6,London,Detached,1075382.0,735,985411.0,11718.0
310,2021-06,2021,6,London,Semi-Detached,648553.0,612,597066.0,6923.0
311,2021-06,2021,6,London,Terraced,574696.0,912,538438.0,5739.0
312,2021-06,2021,6,London,Flat,502425.0,856,450697.0,4676.0
313,2021-07,2021,7,London,Detached,1043129.0,461,938755.0,12164.0
314,2021-07,2021,7,London,Semi-Detached,653746.0,1086,589543.0,6784.0
315,2021-07,2021,7,London,Terraced,568125.0,602,516396.0,7167.0
316,2021-07,2021,7,London,Flat,497963.0,910,444532.0,5333.0
317,2021-08,2021,8,London,Detached,1040690.0,863,957135.0,12392.0
318,2021-08,2021,8,London,Semi-Detached,656159.0,1183,614440.0,6961.0
319,2021-08,2021,8,London,Terraced,558947.0,714,529098.0,5819.0
320,2021-08,2021,8,London,Flat,492625.0,808,441375.0,5977.0
321,2021-09,2021,9,London,Detached,1075455.0,551,1005159.0,12709.0
322,2021-09,2021,9,London,Semi-Detached,648163.0,963,600671.0,8273.0
323,2021-09,2021,9,London,Terraced,567145.0,632,522376.0,7012.0
324,2021-09,2021,9,London,Flat,507034.0,926,453883.0,6471.0
325,2021-10,2021,10,London,Detached,1073087.0,770,989919.0,11400.0
326,2021-10,2021,10,London,Semi-Detached,664634.0,683,612536.0,7194.0
327,2021-10,2021,10,London,Terraced,562835.0,1127,512166.0,5622.0
328,2021-10,2021,10,London,Flat,506970.0,1125,455863.0,6518.0
329,2021-11,2021,11,London,Detached,1049166.0,670,928365.0,11261.0
330,2021-11,2021,11,London,Semi-Detached,653640.0,1100,615471.0,6685.0
331,2021-11,2021,11,London,Terraced,552775.0,401,499328.0,5616.0
332,2021-11,2021,11,London,Flat,502200.0,1134,458290.0,6513.0
333,2021-12,2021,12,London,Detached,1095077.0,815,977106.0,11045.0
334,2021-12,2021,12,London,Semi-Detached,680463.0,672,603413.0,7497.0
335,2021-12,2021,12,London,Terraced,570563.0,1047,528652.0,5548.0
336,2021-12,2021,12,London,Flat,500714.0,736,475414.0,4660.0
337,2022-01,2022,1,London,Detached,1111380.0,1263,984948.0,10957.0
338,2022-01,2022,1,London,Semi-Detached,697229.0,1074,651729.0,6986.0
339,2022-01,2022,1,London,Terraced,587821.0,642,520889.0,5453.0
340,2022-01,2022,1,London,Flat,509474.0,432,462495.0,5620.0
341,2022-02,2022,2,London,Detached,1124157.0,1298,1061606.0,12167.0
342,2022-02,2022,2,London,Semi-Detached,699384.0,1014,634092.0,6615.0
343,2022-02,2022,2,London,Terraced,596129.0,864,557561.0,6959.0
344,2022-02,2022,2,London,Flat,522520.0,648,466165.0,5261.0
345,2022-03,2022,3,London,Detached,1130369.0,1017,1005211.0,10748.0
346,2022-03,2022,3,London,Semi-Detached,711609.0,1033,656415.0,6992.0
347,2022-03,2022,3,London,Terraced,607958.0,802,551969.0,7588.0
348,2022-03,2022,3,London,Flat,519505.0,678,458103.0,6516.0
349,2022-04,2022,4,London,Detached,1148590.0,905,1088412.0,12743.0
350,2022-04,2022,4,London,Semi-Detached,717953.0,526,653887.0,9123.0
351,2022-04,2022,4,London,Terraced,598607.0,919,552737.0,6123.0
352,2022-04,2022,4,London,Flat,536222.0,1098,474059.0,4883.0
353,2022-05,2022,5,London,Detached,1163586.0,677,1080333.0,15076.0
354,2022-05,2022,5,London,Semi-Detached,727621.0,1081,681765.0,7538.0
355,2022-05,2022,5,London,Terraced,621325.0,989,569688.0,6910.0
356,2022-05,2022,5,London,Flat,535992.0,526,485471.0,5989.0
357,2022-06,2022,6,London,Detached,1181361.0,951,1103216.0,15671.0
358,2022-06,2022,6,London,Semi-Detached,726069.0,366,639916.0,8634.0
359,2022-06,2022,6,London,Terraced,617441.0,878,566485.0,7481.0
360,2022-06,2022,6,London,Flat,549176.0,915,487493.0,5831.0
361,2022-07,2022,7,London,Detached,1188849.0,794,1058674.0,13766.0
362,2022-07,2022,7,London,Semi-Detached,734375.0,995,665573.0,8269.0
363,2022-07,2022,7,London,Terraced,649336.0,1094,611964.0,5988.0
364,2022-07,2022,7,London,Flat,556848.0,666,516849.0,6166.0
365,2022-08,2022,8,London,Detached,1198626.0,702,1058015.0,11248.0
366,2022-08,2022,8,London,Semi-Detached,765598.0,882,709062.0,7200.0
367,2022-08,2022,8,London,Terraced,642668.0,1112,568547.0,6900.0
368,2022-08,2022,8,London,Flat,560037.0,664,512913.0,5668.0
369,2022-09,2022,9,London,Detached,1165873.0,530,1054508.0,11417.0
370,2022-09,2022,9,London,Semi-Detached,716067.0,767,638866.0,9128.0
371,2022-09,2022,9,London,Terraced,622631.0,1037,559467.0,8221.0
372,2022-09,2022,9,London,Flat,550870.0,999,508854.0,6234.0
373,2022-10,2022,10,London,Detached,971653.0,749,896885.0,9516.0
374,2022-10,2022,10,London,Semi-Detached,614410.0,1602,542485.0,5642.0
375,2022-10,2022,10,London,Terraced,513694.0,985,487289.0,5347.0
376,2022-10,2022,10,London,Flat,468171.0,901,438594.0,4778.0
377,2022-11,2022,11,London,Detached,960793.0,591,875050.0,9961.0
378,2022-11,2022,11,London,Semi-Detached,590213.0,982,556031.0,6047.0
379,2022-11,2022,11,London,Terraced,514782.0,972,484047.0,4920.0
